summary,temperature,humidity,visibility,wind_speed,cloud_cover,precip_intensity
Drizzle,82.19,0.69,10,3.29,0.07,0.0086
Clear,80.14,0.75,9.88,2.6,0.05,0.0012
Clear,78.49,0.78,9.86,2.08,0.06,0
Clear,76.82,0.82,9.85,2.97,0.23,0
Clear,75.06,0.86,9.69,2.11,0.22,0.0012
Cloudy,73.93,0.88,9.59,1.64,0.27,0.001
Cloudy,72.74,0.89,9.64,1.79,0.31,0.0013
Cloudy,71.81,0.9,9.57,2,0.29,0.0019
Cloudy,70.96,0.91,9.51,2.39,0.29,0.0023
Cloudy,69.95,0.93,9.38,1.31,0.38,0.0023
Cloudy,69.62,0.93,9.15,1.93,0.87,0.002
Cloudy,69.91,0.94,8.79,2.09,0.82,0.0017
Cloudy,72.02,0.92,9.1,0.88,0.71,0.0008
Cloudy,74.74,0.87,9.36,1.8,0.35,0
Clear,77.45,0.82,9.56,1.38,0.22,0.0009
Cloudy,79.26,0.78,9.85,1.53,0.34,0.0041
Drizzle,79.88,0.76,9.83,1.86,0.42,0.0093
Drizzle,77.65,0.79,8.2,0.92,0.69,0.0178
Drizzle,73.97,0.86,6.51,0.83,0.56,0.0337
Drizzle,73.58,0.89,6.25,2,0.4,0.0498
Rain,71.91,0.91,6.29,1.93,0.4,0.0637
Rain,70.72,0.93,6.24,5.16,0.94,0.0638
Drizzle,69.01,0.95,6.93,4.39,0.46,0.046
Drizzle,67.96,0.96,9.63,3.77,0.31,0.0205
Drizzle,67.76,0.95,9.16,3.76,0.29,0.0067
Drizzle,67.69,0.95,8.01,3.32,0.67,0.0147
Cloudy,66.66,0.96,7.77,3.05,0.49,0.0013
Cloudy,65.63,0.96,6.95,3.69,0.27,0
Cloudy,66.44,0.96,9.89,2.51,0.29,0.0011
Cloudy,64.4,0.95,9.9,3.1,0.29,0.001
Cloudy,63.49,0.95,9.87,2.65,0.34,0.0016
Cloudy,63.3,0.95,9.86,1.2,0.65,0.0024
Cloudy,62.4,0.94,9.65,2.64,0.31,0.0029
Cloudy,62.4,0.93,9.63,2.11,0.69,0.0024
Cloudy,62.57,0.92,9.61,2.55,0.48,0.0015
Cloudy,62.05,0.9,9.51,3.93,0.67,0.0011
Overcast,62.91,0.88,9.5,4.01,0.96,0.0011
Overcast,64.26,0.87,9.51,3.78,0.94,0.0018
Cloudy,66.09,0.86,9.51,4.05,0.91,0.0024
Cloudy,68.02,0.84,9.53,3.58,0.77,0.0022
Cloudy,69.79,0.82,9.9,2.81,0.68,0.0017
Cloudy,70.78,0.82,9.93,3.13,0.92,0.0023
Drizzle,72.31,0.81,9.92,3.13,0.55,0.005
Drizzle,73.18,0.81,9.92,4.21,0.63,0.0088
Drizzle,73.76,0.81,9.79,2.92,0.59,0.0125
Drizzle,73.35,0.83,8.99,3.68,0.83,0.0169
Drizzle,72.28,0.84,8.08,3.27,0.97,0.0182
Drizzle,71.41,0.88,8.28,4.01,0.8,0.0211
Drizzle,69.88,0.91,8.88,3.98,0.63,0.0373
Drizzle,68.79,0.93,8.55,2.91,0.82,0.0063
Drizzle,67.98,0.95,6.41,3.48,0.6,0.0063
Drizzle,67.99,0.96,4.63,2.31,0.51,0.0425
Drizzle,68.12,0.96,6.98,3.63,0.87,0.0093
Drizzle,67.84,0.96,6.83,3.58,0.52,0.0085
Drizzle,67.42,0.97,4.78,2.61,0.63,0.01
Drizzle,67.28,0.97,6.02,3.53,0.69,0.0124
Drizzle,67.2,0.97,4.62,3.39,0.91,0.0136
Drizzle,67.06,0.98,4.03,4.13,0.83,0.0121
Drizzle,66.33,0.98,5.23,2.89,0.72,0.0093
Drizzle,66.99,0.98,7.29,2.13,0.83,0.007
Drizzle,67.41,0.96,5.3,2.88,0.54,0.0055
Cloudy,68.47,0.94,6.37,2.74,0.57,0.0049
Cloudy,69.45,0.93,7.23,3.43,0.93,0.0045
Cloudy,70.5,0.91,8.85,4.38,0.93,0.0039
Cloudy,72.22,0.88,9.47,4.64,0.88,0.0035
Cloudy,74.68,0.83,10,5.5,0.67,0.0029
Cloudy,76.44,0.79,10,6.2,0.61,0.0021
Cloudy,78.12,0.72,10,6.64,0.43,0.0013
Cloudy,78.55,0.72,10,6.56,0.41,0.0007
Cloudy,77.33,0.74,10,6.63,0.36,0
Cloudy,76.76,0.75,9.84,6.94,0.57,0
Cloudy,75.16,0.79,9.74,6.27,0.74,0.0019
Cloudy,73.13,0.82,9.68,6.54,0.25,0
Cloudy,71.12,0.86,9.53,5.59,0.29,0
Cloudy,70.64,0.89,8.84,4.16,0.53,0
Cloudy,69.65,0.91,8.83,5.14,0.26,0
Cloudy,68.57,0.91,9.82,4.72,0.4,0
Cloudy,67.71,0.93,8.61,2.32,0.6,0
Cloudy,67.11,0.94,8.28,2.74,0.76,0
Cloudy,66.54,0.94,8.23,1.7,0.86,0
Cloudy,66.6,0.95,8.66,2.26,0.85,0.0007
Cloudy,66.46,0.94,7.33,2.81,0.87,0.0015
Cloudy,66.26,0.94,7.18,2.33,0.92,0.0026
Overcast,66.42,0.94,6.73,2.9,0.95,0.0033
Cloudy,66.53,0.93,6.84,3.04,0.93,0.0035
Cloudy,66.89,0.91,7.52,5.17,0.9,0.0032
Cloudy,67.66,0.89,8.03,6.13,0.89,0.0029
Cloudy,68.33,0.9,9.13,6.2,0.88,0.0021
Cloudy,71.12,0.88,9.8,5.17,0.88,0.0012
Cloudy,73.38,0.85,9.82,4.08,0.89,0.0026
Drizzle,76.02,0.8,9.82,4.05,0.75,0.0091
Drizzle,77.83,0.78,9.8,3.62,0.61,0.0177
Drizzle,79.17,0.76,9.81,2.07,0.51,0.0224
Drizzle,79.38,0.77,9.77,2.93,0.52,0.0184
Drizzle,79.78,0.76,9.74,3.41,0.5,0.0094
Drizzle,79.16,0.75,9.74,3.61,0.49,0.0235
Drizzle,77.9,0.76,9.68,3.87,0.5,0.0131
Cloudy,75.65,0.79,9.59,5.12,0.5,0.0009
Cloudy,74.3,0.78,9.59,7.56,0.51,0.0009
Cloudy,71.15,0.79,9.56,9.27,0.58,0.0012
Drizzle,68.22,0.85,9.41,6.4,0.73,0.0056
Drizzle,66.04,0.88,8.77,4.5,0.8,0.0057
Cloudy,65.6,0.89,9.16,4.74,0.78,0.0043
Cloudy,65.43,0.89,9,5.72,0.73,0.0023
Cloudy,65.06,0.9,8.65,5.68,0.86,0.001
Cloudy,64.81,0.92,8.8,5.34,0.89,0.0013
Overcast,64.78,0.92,9.12,5.9,0.94,0.0023
Overcast,64.28,0.93,8.61,6.69,1,0.0032
Cloudy,64.08,0.91,8.36,6.37,0.81,0.0038
Cloudy,64.36,0.88,8.36,7.92,0.78,0.0043
Cloudy,65.3,0.86,8.24,6.87,0.81,0.0046
Cloudy,66.47,0.85,8.34,6.41,0.86,0.0045
Cloudy,69.26,0.83,8.23,4.83,0.84,0.004
Overcast,71.46,0.81,8.17,5.07,0.96,0.0034
Cloudy,73.24,0.78,8.55,5.09,0.88,0.0024
Cloudy,74.88,0.77,8.39,5.87,0.61,0.0012
Cloudy,75.16,0.76,8.37,6.45,0.58,0
Cloudy,73.81,0.8,7.84,6.35,0.73,0
Cloudy,71.97,0.8,8.08,7.19,0.8,0
Cloudy,69.24,0.81,8.28,7.53,0.83,0
Cloudy,67.49,0.79,9.35,7.48,0.87,0
Cloudy,66.07,0.81,9.3,6.4,0.7,0.0037
Cloudy,64.79,0.83,9.07,5.86,0.68,0
Cloudy,63.8,0.86,9.22,4.6,0.65,0
Cloudy,63.96,0.9,9.46,5.02,0.77,0
Cloudy,63.53,0.92,7.68,4.7,0.76,0
Cloudy,63.08,0.93,7.04,4.67,0.78,0
Cloudy,63.04,0.95,6.45,3.68,0.81,0
Cloudy,62.95,0.95,5.18,4.12,0.85,0.0034
Drizzle,62.63,0.96,4.62,3.91,0.89,0.0103
Drizzle,62.85,0.96,4.26,3.68,0.96,0.029
Drizzle,62.83,0.96,3.51,4.14,0.97,0.036
Rain,62.74,0.96,4.34,6.25,0.91,0.0667
Rain,63.14,0.93,4.69,7.06,0.78,0.1501
Rain,63.6,0.92,5.67,6.83,0.8,0.1508
Rain,64.22,0.91,7.57,5.1,0.77,0.1153
Rain,65.23,0.89,8.01,6.54,0.91,0.1213
Rain,66.27,0.88,9.28,7.53,0.98,0.0564
Drizzle,68.75,0.85,9.36,7.64,0.82,0.0128
Drizzle,70.87,0.81,9.52,6.85,0.79,0.0126
Drizzle,72.61,0.78,9.44,4.74,0.62,0.0175
Drizzle,73.39,0.76,9.61,3.86,0.65,0.0105
Drizzle,72.71,0.75,9.63,4.05,0.51,0.0064
Cloudy,71.3,0.79,9.43,4.37,0.69,0.0032
Cloudy,69.88,0.83,9.28,4.17,0.86,0
Cloudy,68.41,0.87,9.15,4.68,0.68,0
Cloudy,66.85,0.89,8.95,3.98,0.77,0
Cloudy,65.38,0.91,8.98,3.19,0.62,0
Cloudy,64.61,0.93,10,2.13,0.27,0.0025
Cloudy,63.67,0.94,10,1.46,0.28,0.0019
Cloudy,62.82,0.95,10,2.57,0.38,0.0013
Overcast,63,0.96,9.24,1.63,0.94,0.0009
Overcast,62.85,0.97,7.25,1.56,0.95,0
Overcast,62.73,0.97,7.16,1.5,0.94,0
Cloudy,62.9,0.97,7.53,1.42,0.85,0.0007
Overcast,63.19,0.96,8.16,1.15,0.99,0.0007
Overcast,64.33,0.95,8.98,1.52,0.94,0
Cloudy,66.54,0.9,9.79,2.11,0.66,0
Cloudy,70.32,0.83,9.97,2.16,0.48,0
Cloudy,72.61,0.77,10,2.21,0.38,0
Cloudy,75.25,0.73,10,2.35,0.4,0
Cloudy,76.93,0.7,10,2.67,0.31,0
Clear,77.8,0.67,9.99,3.34,0.24,0
Clear,79.89,0.65,9.99,3.38,0.16,0
Clear,80.55,0.63,9.97,4.49,0.11,0
Clear,81.29,0.62,9.95,3.59,0.11,0
Clear,80.35,0.64,9.99,4.21,0.1,0
Clear,78.6,0.66,10,4.63,0.05,0
Clear,76.46,0.69,9.96,4.29,0.03,0
Clear,73.96,0.77,9.87,3.12,0.14,0
Clear,72.76,0.82,9.87,3.08,0.01,0
Clear,71.16,0.86,9.85,3.36,0.02,0
Clear,70.08,0.89,9.85,3.09,0.11,0
Clear,68.83,0.91,9.83,2.44,0.18,0
Cloudy,69.67,0.91,9.68,2.48,0.64,0.0014
Cloudy,69.14,0.91,9.29,2.49,0.63,0.002
Cloudy,69.56,0.91,9.07,2.64,0.56,0.0029
Cloudy,68.97,0.92,8.9,2.42,0.42,0.0037
Drizzle,69.3,0.93,8.52,1.99,0.9,0.0402
Drizzle,69.82,0.94,8.26,2.11,0.86,0.031
Drizzle,70.8,0.93,8.4,2.04,0.51,0.0258
Drizzle,72.81,0.92,8.66,2.58,0.64,0.0102
Drizzle,74.92,0.88,7.92,3.9,0.45,0.0128
Drizzle,76.58,0.86,9.25,4.4,0.91,0.0087
Drizzle,78.53,0.82,9.76,4.52,0.91,0.0159
Drizzle,80.13,0.8,9.77,4.12,0.87,0.0232
Drizzle,81.07,0.79,9.82,4.02,0.9,0.0116
Drizzle,82.7,0.77,9.75,5.42,0.78,0.0332
Drizzle,82.33,0.76,9.71,6.8,0.56,0.0366
Drizzle,81.95,0.77,9.26,7.67,0.65,0.0289
Drizzle,81.59,0.78,9.37,6.78,0.64,0.0232
Drizzle,80.66,0.8,9.59,6.56,0.44,0.0171
Drizzle,78.73,0.83,9.52,6.3,0.34,0.0367
Rain,77.41,0.86,9.4,5.5,0.45,0.0679
Drizzle,75.98,0.89,9.22,4.12,0.68,0.0477
Cloudy,75.14,0.9,8.71,3.67,0.78,0.0011
Drizzle,74.09,0.94,9.34,4.33,0.72,0.0139
Cloudy,73.34,0.96,9.51,4.8,0.76,0.0038
Cloudy,72.63,0.96,9.52,4.54,0.57,0.0017
Cloudy,72.65,0.94,9.29,3.74,0.85,0.0009
Cloudy,72.23,0.95,9.05,3.54,0.83,0.001
Cloudy,72.07,0.96,7.6,3.08,0.82,0
Drizzle,71.75,0.96,8.32,2.91,0.81,0.0052
Cloudy,71.75,0.96,6.52,3.38,0.81,0
Cloudy,72.79,0.95,5.65,3.02,0.82,0
Cloudy,74.31,0.94,6.57,3.31,0.84,0.0036
Cloudy,76.76,0.9,6.93,3.47,0.86,0.0021
Cloudy,78.31,0.86,8.58,4.39,0.86,0.0025
Drizzle,80.4,0.82,8.72,5.1,0.79,0.0329
Drizzle,81.99,0.79,8.73,5.81,0.73,0.0236
Drizzle,82.97,0.76,9.09,7.08,0.66,0.0281
Drizzle,84.04,0.73,9.46,7.53,0.56,0.0372
Rain,85.05,0.71,9.8,8.47,0.47,0.1006
Rain,85.11,0.71,9.94,7.99,0.56,0.0563
Drizzle,84.4,0.72,10,8.12,0.57,0.0249
Drizzle,83.32,0.76,9.68,7.91,0.57,0.0487
Drizzle,80.92,0.78,9.44,8,0.39,0.0455
Drizzle,79.07,0.82,9.37,7.51,0.4,0.0092
Cloudy,77.74,0.83,9.32,7.21,0.55,0.002
Cloudy,76.41,0.84,9.33,6.91,0.8,0
Cloudy,74.3,0.9,9.42,6.63,0.53,0.0014
Cloudy,73.3,0.91,9.45,5.63,0.71,0.0011
Cloudy,72.61,0.92,9.4,5.91,0.69,0.0009
Cloudy,72.09,0.93,9.34,6.13,0.69,0.0007
Cloudy,71.82,0.94,9.33,6.82,0.71,0
Cloudy,71.83,0.94,8.43,6.23,0.74,0
Cloudy,71.36,0.95,7.1,5.44,0.77,0
Cloudy,71.51,0.95,5.55,4.45,0.79,0.0025
Drizzle,71.94,0.95,6.43,5.24,0.8,0.0057
Cloudy,72.99,0.93,5.63,6.03,0.82,0.0011
Cloudy,74.15,0.92,5.21,5.97,0.84,0.0013
Cloudy,75.85,0.89,6.13,6.72,0.86,0.004
Cloudy,78.18,0.86,9.23,7.24,0.89,0.0017
Cloudy,79.81,0.82,9.1,7.56,0.86,0.0022
Cloudy,81.37,0.79,9.41,8.65,0.79,0.0025
Drizzle,83.65,0.75,9.53,9.03,0.59,0.0065
Drizzle,83.6,0.74,9.48,8.8,0.48,0.0364
Drizzle,82.84,0.76,9.43,8.87,0.59,0.0404
Drizzle,81.95,0.78,9.41,9.46,0.6,0.0458
Cloudy,80.29,0.82,9.27,8.73,0.59,0.0029
Cloudy,79.05,0.83,9.23,8.98,0.62,0.0017
Cloudy,78,0.86,9.15,8.55,0.72,0.0029
Cloudy,76.92,0.88,8.86,8.86,0.73,0
Cloudy,75.91,0.88,9.08,8.03,0.69,0
Cloudy,75.25,0.9,9.47,8.27,0.72,0.0008
Cloudy,74.95,0.91,9.38,7.46,0.74,0.0014
Cloudy,74.64,0.92,9.36,7.84,0.76,0.001
Cloudy,74.54,0.94,9.26,7.43,0.78,0.0016
Cloudy,74.48,0.93,9.23,7.55,0.8,0.0007
Cloudy,74.4,0.93,8.73,7.33,0.81,0
Cloudy,74.23,0.94,8.35,5.88,0.82,0.0012
Cloudy,74.26,0.94,6.97,5.25,0.8,0.0044
Cloudy,75.21,0.92,7,5.56,0.77,0.0008
Cloudy,77,0.87,7.32,7.64,0.76,0.0007
Cloudy,78.99,0.83,9.27,7.69,0.74,0.0009
Drizzle,80.83,0.8,9.6,8.18,0.75,0.015
Cloudy,82.58,0.77,9.75,8.76,0.78,0.0009
Cloudy,83.5,0.75,9.81,8.98,0.81,0
Cloudy,85.36,0.72,9.84,10.15,0.77,0.0026
Cloudy,85.83,0.71,9.8,10.31,0.74,0.001
Drizzle,86.13,0.7,9.74,9.79,0.7,0.0127
Drizzle,85.66,0.71,9.79,9.44,0.78,0.007
Drizzle,84.16,0.74,9.69,9.33,0.76,0.0154
Drizzle,83.46,0.77,9.45,9.19,0.57,0.0509
Drizzle,81.8,0.78,9.31,8.93,0.71,0.0071
Cloudy,80.13,0.8,9.26,8.64,0.77,0.0016
Cloudy,79.01,0.83,9.23,7.69,0.89,0
Cloudy,77.76,0.85,9.12,7.3,0.81,0
Cloudy,77.55,0.9,9.71,6.47,0.88,0.0008
Cloudy,76.84,0.92,9.7,6.72,0.88,0.001
Cloudy,76.74,0.93,9.68,6.26,0.76,0.001
Cloudy,76.69,0.93,9.48,5.95,0.77,0.001
Cloudy,76.54,0.94,8.65,5.58,0.8,0.001
Cloudy,76.45,0.94,7.89,5.41,0.89,0.0011
Cloudy,76.23,0.94,8.46,5.12,0.71,0.0012
Cloudy,76.16,0.94,7.72,5.39,0.93,0.0013
Cloudy,76.88,0.93,7.01,5.99,0.9,0.0009
Cloudy,78.25,0.9,7.77,7.67,0.78,0
Cloudy,80.1,0.87,7.79,7.1,0.76,0
Cloudy,80.78,0.86,7.79,8,0.81,0.0009
Cloudy,82.14,0.84,7.66,7.95,0.78,0.0016
Cloudy,82.39,0.83,7.13,6.13,0.72,0.002
Humid and Cloudy,82.81,0.83,6.47,6.47,0.46,0.0017
Humid and Cloudy,84.56,0.8,7.02,8.62,0.36,0.001
Cloudy,84.77,0.79,6.34,7.92,0.59,0
Humid and Cloudy,84.43,0.81,5.59,7.24,0.71,0
Cloudy,83.68,0.82,6.94,6.93,0.8,0
Cloudy,82.65,0.82,9.29,5.96,0.65,0
Cloudy,81.93,0.83,9.85,4.32,0.36,0
Cloudy,80.78,0.85,9.82,4.61,0.4,0
Cloudy,80.14,0.86,9.82,5.3,0.81,0.0011
Overcast,78.79,0.87,9.79,5.66,1,0
Cloudy,77.59,0.9,10,6.59,0.92,0.0024
Cloudy,77.13,0.91,9.96,5.62,0.86,0.003
Overcast,76.62,0.93,9.83,5.95,0.98,0.0041
Drizzle,76.64,0.93,9.2,6.56,0.95,0.0054
Drizzle,76.34,0.94,8.88,6.33,0.94,0.006
Cloudy,76.92,0.94,9.24,6.33,0.93,0.0049
Cloudy,76.9,0.94,8.78,5.69,0.78,0.0032
Cloudy,76.71,0.94,6.7,5.6,0.74,0.0036
Drizzle,77.07,0.94,5.35,5.86,0.96,0.008
Drizzle,78.29,0.92,5.36,6.86,0.89,0.0149
Drizzle,78.68,0.91,5.43,5.75,0.73,0.021
Drizzle,79.98,0.89,6.39,6.83,0.7,0.0238
Drizzle,83,0.84,7.46,6.66,0.62,0.0256
Drizzle,85,0.78,7.89,7,0.5,0.0308
Drizzle,85.06,0.77,8.11,6.94,0.66,0.0453
Rain,84.82,0.73,9.61,7.16,0.33,0.0562
Rain,85.94,0.74,8.29,5.19,0.26,0.0692
Rain,82.43,0.78,8.12,6.03,0.29,0.0683
Rain,78,0.85,9.7,6.37,0.34,0.1155
Rain,75.58,0.9,9.67,6.64,0.67,0.0925
Rain,74.4,0.91,9.71,7.31,0.34,0.1028
Rain,73.41,0.93,9.71,6.19,0.65,0.0943
Rain,73.44,0.94,9.71,8.97,0.72,0.1399
Rain,71.41,0.94,8.04,8.22,0.41,0.1777
Rain,70.92,0.93,7.51,6.44,0.68,0.1435
Rain,69.94,0.95,4.9,4.78,0.65,0.2068
Rain,69.47,0.95,8.68,7.62,0.67,0.1918
Drizzle,69.52,0.95,8.85,5.62,0.66,0.0484
Drizzle,69.79,0.95,8.6,7.48,0.92,0.0111
Drizzle,69.59,0.95,8.55,6.18,0.93,0.0087
Drizzle,69.7,0.96,8.43,5.79,0.93,0.0245
Drizzle,70.25,0.96,8.08,5.29,0.99,0.0105
Drizzle,70.6,0.95,5.24,4.52,0.97,0.0143
Drizzle,71.17,0.94,6.39,4.73,0.93,0.0368
Rain,71.04,0.94,6.63,5.2,0.91,0.0912
Rain,70.78,0.93,7.74,4.48,0.9,0.0667
Drizzle,71.17,0.92,9.65,6.19,0.91,0.0457
Rain,71.45,0.89,9.62,6.1,0.93,0.0669
Drizzle,72.31,0.87,9.63,6.04,0.85,0.0281
Drizzle,73.38,0.86,9.7,4.94,0.54,0.0525
Drizzle,74.92,0.84,9.76,4.53,0.73,0.0377
Drizzle,76.97,0.81,9.74,4.85,0.76,0.0257
Drizzle,76.4,0.81,9.76,5.53,0.62,0.0118
Cloudy,75.07,0.83,9.74,5.16,0.34,0.0007
Clear,72.96,0.86,9.64,4.26,0.19,0
Clear,70.37,0.91,9.6,2.92,0.08,0
Clear,68.96,0.93,9.54,1.64,0.05,0
Clear,67.75,0.95,9.56,1.56,0.04,0
Cloudy,67.27,0.95,9.41,2.92,0.34,0
Cloudy,66.31,0.96,9.79,3.59,0.4,0
Cloudy,66.25,0.97,5.26,3.45,0.78,0
Cloudy,66.42,0.97,4.96,2.87,0.78,0
Cloudy,66.69,0.98,4.78,3.19,0.79,0
Cloudy,66.65,0.98,4.39,2.5,0.82,0
Cloudy,66.71,0.97,4.69,3.02,0.62,0
Cloudy,67.64,0.97,5.59,3.45,0.88,0
Cloudy,69.24,0.96,6.66,3.96,0.87,0
Cloudy,72.04,0.94,6.2,5.71,0.85,0
Cloudy,75.37,0.9,6.81,5.11,0.84,0
Cloudy,78.14,0.86,8.94,6.59,0.72,0
Cloudy,81.48,0.81,9.37,6.81,0.78,0
Cloudy,84.45,0.75,9.74,7.31,0.81,0
Cloudy,85.76,0.71,10,7.36,0.63,0
Cloudy,86.72,0.68,10,7.47,0.53,0
Cloudy,86.91,0.67,10,6.83,0.52,0
Cloudy,86.51,0.67,9.99,7.17,0.43,0
Cloudy,86.72,0.66,10,7.95,0.34,0
Clear,84.9,0.69,10,7.24,0.17,0
Clear,82.96,0.72,9.79,6.34,0.07,0
Drizzle,80.6,0.8,9.65,5.91,0.21,0.0339
Cloudy,78.8,0.83,9.64,5.88,0.27,0
Cloudy,77.87,0.86,9.56,5.19,0.41,0
Cloudy,76,0.92,10,5.13,0.44,0
Cloudy,74.69,0.94,8.9,5.78,0.33,0.0007
Cloudy,74.14,0.95,7.61,5.23,0.74,0.0009
Cloudy,73.9,0.97,6.72,2.53,0.69,0.0009
Cloudy,72.97,0.97,7.27,1.75,0.69,0.001
Cloudy,72.09,0.97,9.23,1.67,0.35,0.0012
Cloudy,71.18,0.97,6.39,2.03,0.49,0.0014
Cloudy,70.37,0.95,8.19,2.73,0.45,0.0016
Cloudy,71.38,0.91,9.52,1.45,0.4,0.0008
Cloudy,73.4,0.88,9.62,3.45,0.31,0
Clear,76.77,0.83,9.99,2.94,0.23,0
Clear,80.83,0.75,10,3.65,0.19,0
Clear,82.19,0.71,10,4.25,0.18,0
Clear,83.1,0.66,10,4.61,0.16,0
Clear,83.61,0.67,10,5.72,0.17,0
Cloudy,85.11,0.68,10,5.68,0.27,0
Cloudy,86.32,0.64,9.99,5.44,0.29,0.0007
Cloudy,86.41,0.63,9.99,5.43,0.43,0.0008
Drizzle,85.78,0.62,10,6.6,0.28,0.0061
Clear,84.34,0.65,10,6.26,0.2,0.0025
Clear,83,0.67,9.99,5.37,0.09,0
Clear,79.84,0.7,9.88,4.32,0.14,0
Cloudy,77.79,0.77,9.84,4.5,0.41,0
Clear,75.99,0.83,9.83,5.18,0.12,0
Clear,74.98,0.89,10,4.67,0.22,0.0011
Cloudy,73.9,0.92,9.9,4.2,0.25,0.0009
Cloudy,73.01,0.94,9.34,4.04,0.44,0.0008
Cloudy,72.35,0.95,8.18,3.24,0.73,0
Cloudy,72.35,0.95,7.3,1.25,0.87,0
Cloudy,71.88,0.95,8.78,0.96,0.66,0
Cloudy,69.74,0.91,4.74,0.76,0.55,0
Cloudy,68.22,0.93,8.08,0.09,0.82,0.0034
Drizzle,68.6,0.93,4.84,2.3,0.83,0.0141
Drizzle,69.61,0.91,4.17,4.59,0.63,0.0285
Drizzle,71.48,0.88,9.58,7.04,0.36,0.0371
Drizzle,76.13,0.76,10,5.79,0.26,0.0351
Drizzle,81.15,0.63,9.99,4.63,0.24,0.0274
Drizzle,84.56,0.55,10,4.19,0.23,0.0194
Drizzle,86.16,0.53,9.99,4.21,0.2,0.013
Drizzle,86.76,0.53,9.99,4.62,0.18,0.0066
Clear,86.71,0.54,9.95,4.01,0.15,0
Clear,86.13,0.57,9.92,3.91,0.15,0
Clear,85.64,0.59,9.99,4.5,0.15,0
Clear,83.93,0.63,10,4.42,0.11,0
Clear,81.96,0.68,9.93,3.71,0.06,0.0016
Clear,79.59,0.75,9.77,3.41,0.1,0
Clear,78.3,0.79,9.77,3.57,0.21,0
Cloudy,77.01,0.84,9.74,4.17,0.25,0
Cloudy,75.2,0.91,9.71,3.98,0.38,0
Cloudy,74.62,0.93,9.56,3.62,0.81,0
Cloudy,73.78,0.95,9.5,4,0.91,0
Cloudy,73.17,0.95,9.47,3.24,0.9,0
Cloudy,72.93,0.95,9.36,2.88,0.91,0
Cloudy,72.89,0.95,8.89,3.27,0.93,0
Overcast,72.93,0.96,8.58,3.91,0.94,0
Overcast,73.2,0.96,6.82,3.46,0.95,0
Overcast,73.95,0.94,5.85,3.26,0.94,0
Cloudy,75.2,0.92,8.21,4.39,0.92,0
Cloudy,76.98,0.89,9.54,4.31,0.78,0.0007
Cloudy,78.49,0.86,9.66,5,0.71,0.0029
Drizzle,79.53,0.83,9.38,4.65,0.56,0.0062
Drizzle,79.58,0.82,8.48,4.32,0.57,0.0112
Drizzle,79.27,0.81,9.7,4.46,0.5,0.0209
Drizzle,78.64,0.8,9.71,3.68,0.53,0.0293
Drizzle,77.74,0.84,7.27,2.95,0.54,0.0371
Drizzle,75.91,0.87,7.69,2.74,0.63,0.035
Drizzle,73.42,0.92,8.03,3.01,0.55,0.021
Humid and Cloudy,72.06,0.94,9.45,4.03,0.33,0.003
Drizzle,71.05,0.95,9.5,2.1,0.54,0.006
Humid and Cloudy,70.41,0.96,9.76,1.59,0.55,0.0016
Humid,68.89,0.97,8.12,1.34,0.16,0.0013
Clear,68.04,0.97,4.58,1.3,0.13,0.0009
Cloudy,68.5,0.97,6.67,1.11,0.37,0.0028
Cloudy,67.84,0.97,4.53,0.57,0.41,0.0023
Cloudy,67.86,0.98,5.24,0.84,0.45,0.0021
Overcast,67.95,0.98,3.6,2.07,0.96,0.002
Overcast,68.4,0.98,5.66,0.92,0.94,0.0026
Cloudy,68.05,0.98,6.19,1.05,0.61,0.0032
Cloudy,68.04,0.98,6.41,2.29,0.92,0.0026
Cloudy,68.33,0.98,5.25,2.52,0.71,0.0029
Cloudy,69.91,0.97,7.2,1.96,0.31,0.0016
Cloudy,72.59,0.93,8.67,3.39,0.34,0.001
Cloudy,75.48,0.86,9.55,2.53,0.61,0.0008
Cloudy,78.14,0.8,9.85,1.43,0.68,0.0034
Cloudy,80.32,0.74,9.84,1.9,0.36,0.003
Drizzle,82.49,0.68,9.96,1.43,0.51,0.0054
Drizzle,83.97,0.66,9.97,2.5,0.69,0.0172
Drizzle,84.62,0.62,9.99,3.96,0.68,0.0226
Drizzle,84.66,0.62,9.94,4.68,0.45,0.0189
Drizzle,84.93,0.62,9.97,4.39,0.25,0.0108
Drizzle,83.53,0.66,9.99,4.16,0.39,0.0169
Drizzle,81.76,0.71,9.91,4.41,0.49,0.0463
Rain,80.99,0.76,9.82,3.51,0.3,0.1156
Drizzle,78.06,0.83,9.78,4.37,0.69,0.0256
Cloudy,75.34,0.89,8.3,4.09,0.47,0.0035
Cloudy,74.39,0.92,9.58,2.86,0.54,0.0024
Drizzle,73.62,0.93,9.05,2.51,0.72,0.0072
Drizzle,73.09,0.94,9,3.33,0.9,0.0061
Drizzle,72.57,0.95,7.69,1.85,0.8,0.0113
Drizzle,71.9,0.96,7.36,2.45,0.9,0.0188
Drizzle,71.78,0.96,8.05,2.36,0.89,0.0248
Drizzle,71.52,0.96,5.62,1.93,0.94,0.029
Drizzle,71,0.97,3.9,2.8,0.95,0.0332
Rain,69.45,0.96,4.76,3.16,0.54,0.2131
Rain,68.07,0.96,5.89,2.23,0.59,0.2049
Rain,68.73,0.94,9.27,2.85,0.42,0.1167
Rain,70.89,0.91,9.69,2.06,0.3,0.0656
Rain,71.72,0.89,9.64,1.9,0.6,0.0588
